"","T01","T02","T03","T31","T32","T33","T34","T5A5","T5A6","KMR19","KMR46"
"ENSMUSG00000101713.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100814.1",0,0,0,1,0,1,1,2,0,0,0
"ENSMUSG00000099982.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100036.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100492.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101402.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100574.1",0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000102082.1",29,45,77,75,51,55,29,93,125,0,0
"ENSMUSG00000100847.1",14,33,64,57,72,38,34,60,106,0,0
"ENSMUSG00000100379.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099547.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100914.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101868.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100206.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100564.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099831.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100765.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100895.1",2,0,3,0,1,4,0,1,0,4,3
"ENSMUSG00000101827.1",10,11,9,7,4,6,7,12,14,0,0
"ENSMUSG00000100609.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100383.1",0,0,1,1,0,0,1,2,0,0,1
"ENSMUSG00000101592.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085173.1",0,0,2,0,1,7,2,5,1,0,0
"ENSMUSG00000100057.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101910.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100579.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101964.1",13,17,29,26,46,44,35,38,29,0,0
"ENSMUSG00000101768.1",156,242,523,298,272,301,220,535,655,0,1
"ENSMUSG00000101070.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100286.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101109.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101783.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099953.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101602.1",0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000100149.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101785.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099512.1",8,6,8,9,7,8,1,8,10,0,0
"ENSMUSG00000100823.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102032.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102063.1",12,7,14,13,4,7,7,8,18,0,0
"ENSMUSG00000100071.1",7,2,6,5,11,1,9,27,13,1,0
"ENSMUSG00000100578.1",1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096614.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099854.1",1,1,1,1,0,3,2,3,3,0,0
"ENSMUSG00000100746.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099675.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101770.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100174.1",34,58,51,16,15,18,15,44,45,0,0
"ENSMUSG00000101210.1",34,75,82,39,44,31,35,115,106,0,3
"ENSMUSG00000101951.1",77,87,68,75,42,61,67,91,72,0,0
"ENSMUSG00000101997.1",109,42,51,14,13,9,19,30,15,0,0
"ENSMUSG00000101028.1",34,35,23,10,20,21,34,44,51,0,0
"ENSMUSG00000103890.1",0,1,3,0,0,1,1,1,6,0,0
"ENSMUSG00000101909.2",1,0,4,4,4,2,1,4,13,0,0
"ENSMUSG00000100859.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100938.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099819.1",1,0,1,0,0,3,0,1,2,0,0
"ENSMUSG00000099564.2",555,426,679,237,236,192,168,323,363,0,0
"ENSMUSG00000101603.1",1,1,6,23,8,22,12,14,11,0,2
"ENSMUSG00000101555.1",387,180,172,196,295,302,250,245,232,0,0
"ENSMUSG00000099506.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100584.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099725.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102022.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099745.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099637.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099565.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100125.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099698.1",0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000101962.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100598.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100879.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100670.1",0,4,1,1,1,1,1,0,3,0,0
"ENSMUSG00000100138.1",0,1,2,0,0,0,0,0,1,0,0
"ENSMUSG00000101843.1",25,28,19,6,0,0,5,14,2,0,0
"ENSMUSG00000101546.1",7,9,19,6,13,6,9,17,22,0,0
"ENSMUSG00000101202.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101463.1",29,47,104,63,70,71,28,93,145,0,0
"ENSMUSG00000099409.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099522.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100023.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100423.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102001.1",11,22,34,20,25,17,21,38,31,0,0
"ENSMUSG00000101717.2",15,28,44,53,24,34,31,60,100,0,0
"ENSMUSG00000100449.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101405.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101068.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100096.1",0,5,2,0,3,1,1,1,1,0,0
"ENSMUSG00000099426.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100957.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099756.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101745.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101728.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102115.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099766.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101805.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101380.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096450.1",0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000100845.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099807.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101435.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100883.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101050.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099793.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099351.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100763.1",43,60,72,7,19,19,3,51,16,1,0
"ENSMUSG00000100679.1",326,417,464,87,84,92,61,169,110,0,0
"ENSMUSG00000100267.1",0,1,0,0,0,0,0,0,1,0,0
"ENSMUSG00000091016.1",0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000101260.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099661.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100269.1",49,75,55,40,55,21,42,56,61,0,0
"ENSMUSG00000100110.1",2,11,35,15,7,16,15,18,31,0,0
"ENSMUSG00000099899.1",3,4,14,11,18,13,10,14,17,0,0
"ENSMUSG00000100272.1",0,0,1,0,0,0,1,0,0,0,0
"ENSMUSG00000100719.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099499.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101213.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100140.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102087.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100394.1",105,88,92,226,254,158,203,345,199,17,29
"ENSMUSG00000099868.1",109,102,200,67,113,89,58,175,150,0,0
"ENSMUSG00000100209.1",2,6,0,4,4,2,2,6,6,0,0
"ENSMUSG00000101027.1",0,0,0,0,1,0,0,2,1,0,0
"ENSMUSG00000101442.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099828.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100587.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101484.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101753.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099760.1",146,197,182,59,92,71,67,112,113,0,1
"ENSMUSG00000100088.1",0,0,4,1,4,10,0,2,3,0,0
"ENSMUSG00000099719.1",39,96,181,236,209,247,211,398,411,1,6
"ENSMUSG00000101046.1",1,5,3,0,4,3,0,4,5,0,0
"ENSMUSG00000100674.1",5,8,22,8,10,12,14,20,25,0,0
"ENSMUSG00000100650.1",163,239,531,415,297,399,298,509,711,0,0
"ENSMUSG00000100159.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101191.6",204,216,236,1217,2025,1353,1265,2977,2629,17,68
"ENSMUSG00000100651.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101284.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100316.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101804.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100741.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102071.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100328.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101321.1",0,0,1,0,1,0,0,0,0,0,0
"ENSMUSG00000101211.1",40,65,166,86,85,118,51,167,193,4,5
"ENSMUSG00000101106.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101879.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101062.1",6,14,19,27,33,35,21,36,37,0,0
"ENSMUSG00000099503.1",22,41,112,85,81,79,45,117,178,0,0
"ENSMUSG00000102061.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100971.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101921.1",0,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000101447.1",34,61,117,90,51,97,50,137,159,3,4
"ENSMUSG00000099925.1",0,0,1,0,0,1,0,0,1,0,0
"ENSMUSG00000101582.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101772.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100866.1",1,3,3,0,2,0,0,0,3,0,0
"ENSMUSG00000101273.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101508.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099652.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101536.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101326.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099343.1",88,88,169,85,76,90,80,112,167,0,0
"ENSMUSG00000099914.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099369.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101893.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101786.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099806.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099704.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101383.1",0,0,1,0,0,0,0,0,1,0,0
"ENSMUSG00000101374.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100846.1",44,73,151,86,86,121,68,147,199,0,0
"ENSMUSG00000101977.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100752.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100463.1",1,0,0,0,1,1,0,2,1,0,0
"ENSMUSG00000101737.1",3,0,3,0,0,0,0,0,1,0,0
"ENSMUSG00000097103.1",1425,1439,1719,344,283,358,360,685,539,0,7
"ENSMUSG00000100900.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100256.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101809.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101513.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099573.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099841.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100106.1",57,97,180,109,140,119,98,140,263,0,0
"ENSMUSG00000099556.1",27,22,19,11,18,39,16,20,27,0,0
"ENSMUSG00000102104.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100353.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100676.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101184.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100657.1",0,0,0,0,0,0,0,1,2,0,0
"ENSMUSG00000099803.1",17,34,83,179,134,183,110,600,478,0,0
"ENSMUSG00000100998.1",0,0,4,1,0,3,0,0,4,0,0
"ENSMUSG00000100936.1",7,17,19,13,9,29,7,26,32,0,0
"ENSMUSG00000100930.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099936.1",16,23,38,31,40,38,21,65,58,0,0
"ENSMUSG00000101556.1",691,705,734,158,168,143,152,275,227,0,1
"ENSMUSG00000100541.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100536.1",259,262,295,65,65,62,55,101,81,8,0
"ENSMUSG00000100813.1",16,26,33,61,52,86,56,74,101,18,9
"ENSMUSG00000100975.1",177,241,215,65,39,64,40,127,93,75,158
"ENSMUSG00000101356.1",543,534,703,85,90,62,129,208,176,0,2
"ENSMUSG00000099584.1",1,2,5,8,1,3,5,6,13,0,0
"ENSMUSG00000099430.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100099.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000090487.8",2,4,12,7,0,11,10,7,13,0,0
"ENSMUSG00000099955.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100528.1",1,0,10,3,3,7,4,16,13,0,0
"ENSMUSG00000101624.1",0,0,7,0,2,0,2,1,1,0,0
"ENSMUSG00000101482.1",3,0,10,5,1,0,1,6,7,0,0
"ENSMUSG00000099767.1",11,21,21,24,8,18,9,28,57,0,0
"ENSMUSG00000100408.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102081.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102116.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100908.1",22,18,55,35,39,44,39,51,55,0,0
"ENSMUSG00000099866.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101110.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095141.7",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101168.1",1246,2028,1047,987,2009,1218,975,959,801,0,0
"ENSMUSG00000100769.1",0,2,6,1,1,2,2,1,10,0,2
"ENSMUSG00000100821.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100469.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101637.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099740.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100925.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099679.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100944.1",0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000100454.1",0,3,5,1,2,5,2,4,1,0,0
"ENSMUSG00000100556.1",3,10,21,24,14,16,9,32,36,0,1
"ENSMUSG00000101926.1",12,19,15,13,18,20,11,22,43,0,0
"ENSMUSG00000101621.1",308,517,937,505,612,531,420,760,1078,0,0
"ENSMUSG00000099850.1",6,14,21,19,16,14,25,18,20,0,0
"ENSMUSG00000100835.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100778.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101178.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101018.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100405.1",0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101495.1",0,1,0,0,0,3,0,2,1,0,0
"ENSMUSG00000102055.1",26,29,67,14,30,17,14,37,41,0,1
"ENSMUSG00000102027.1",3,12,12,5,7,3,3,8,26,0,0
"ENSMUSG00000100275.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101707.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100289.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100472.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101243.1",4,1,3,0,0,0,3,3,0,0,0
"ENSMUSG00000079649.3",0,0,1,0,0,5,0,1,0,0,0
"ENSMUSG00000099352.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100479.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100439.1",0,0,0,1,2,0,0,0,1,0,0
"ENSMUSG00000100340.1",0,0,2,0,0,1,0,0,0,0,0
"ENSMUSG00000100382.1",7,4,3,2,1,0,3,12,7,0,0
"ENSMUSG00000099383.1",0,0,0,0,1,0,0,1,1,0,0
"ENSMUSG00000100504.1",0,2,2,2,2,0,1,2,4,0,0
"ENSMUSG00000100503.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100851.1",622,903,1798,1242,1245,1252,849,1889,2266,0,0
"ENSMUSG00000101985.1",1,0,4,1,3,5,2,4,3,0,0
"ENSMUSG00000102011.1",0,1,2,0,0,0,0,0,0,0,0
"ENSMUSG00000101445.1",0,3,9,9,3,4,3,4,13,0,4
"ENSMUSG00000099597.1",495,475,350,286,393,264,304,423,244,0,0
"ENSMUSG00000099359.1",0,0,3,1,5,0,0,7,3,0,1
"ENSMUSG00000100392.1",6,1,2,2,2,1,1,7,5,0,0
"ENSMUSG00000099862.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101669.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099537.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101607.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100786.1",205,232,210,146,171,156,208,431,312,0,0
"ENSMUSG00000101450.1",41,66,73,47,29,26,30,61,44,4,6
"ENSMUSG00000100170.1",0,1,2,4,2,0,2,0,1,0,0
"ENSMUSG00000101019.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101002.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100820.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101684.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100232.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100461.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100947.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000091412.1",201,221,408,737,765,736,538,1432,1179,1,1
"ENSMUSG00000100248.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099572.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100015.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100742.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099776.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099482.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101789.1",4,0,0,1,0,1,0,2,0,0,0
"ENSMUSG00000101319.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100567.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100039.1",379,405,473,68,113,106,79,183,123,6,0
"ENSMUSG00000099969.1",121,98,287,129,130,149,93,365,283,0,1
"ENSMUSG00000101399.1",0,1,0,0,0,2,1,0,0,0,0
"ENSMUSG00000101350.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100614.1",0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000101782.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101245.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099388.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099587.1",4783,5594,5785,4081,4915,5035,4134,9138,5091,0,0
"ENSMUSG00000101836.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102129.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079410.4",167,92,89,10,26,20,17,60,38,0,0
"ENSMUSG00000099362.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099921.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102127.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101354.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100326.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100576.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101983.1",0,2,2,0,1,0,0,1,3,0,0
"ENSMUSG00000099436.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100391.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101941.1",12,19,52,30,33,36,33,45,60,0,0
"ENSMUSG00000099658.1",0,1,5,1,1,0,2,7,6,0,0
"ENSMUSG00000101895.1",272,433,691,464,403,531,318,674,808,0,0
"ENSMUSG00000101832.1",189,208,195,64,73,77,78,119,99,0,0
"ENSMUSG00000101418.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099653.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099431.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100117.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100875.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100833.1",57,58,63,49,38,45,38,59,60,0,0
"ENSMUSG00000101308.1",218,262,248,130,177,131,154,258,231,0,1
"ENSMUSG00000101982.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101079.1",41,42,50,35,43,34,27,124,71,0,0
"ENSMUSG00000101927.1",0,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000099379.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100070.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101798.1",0,4,5,14,6,3,9,13,4,0,0
"ENSMUSG00000100346.1",1,3,7,3,2,2,1,13,13,0,0
"ENSMUSG00000101479.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100939.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101913.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099570.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102077.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099852.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100373.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101720.1",2,0,0,1,4,0,0,1,0,0,0
"ENSMUSG00000101738.2",2,9,14,13,10,15,5,22,21,0,0
"ENSMUSG00000101067.1",40,28,124,37,38,28,20,71,59,0,0
"ENSMUSG00000099609.1",0,1,0,0,5,2,0,3,6,0,0
"ENSMUSG00000101659.1",1,4,15,10,8,6,3,16,32,0,0
"ENSMUSG00000100729.1",1,7,9,9,2,3,10,21,45,0,0
"ENSMUSG00000099801.1",0,0,2,1,2,0,5,2,0,0,0
"ENSMUSG00000099669.1",10,26,46,30,49,52,45,52,75,0,0
"ENSMUSG00000099702.1",1,2,0,1,0,0,0,2,1,0,0
"ENSMUSG00000099582.1",0,0,1,0,0,0,4,1,0,0,0
"ENSMUSG00000101680.1",0,1,1,3,3,3,0,1,10,0,0
"ENSMUSG00000099922.1",24,41,83,40,52,44,36,107,90,0,0
"ENSMUSG00000101586.1",333,375,320,239,223,195,205,502,387,3,0
"ENSMUSG00000099752.1",72,97,182,124,118,135,96,221,281,0,0
"ENSMUSG00000100552.1",14,10,32,23,20,25,16,43,55,0,0
"ENSMUSG00000102074.1",15,26,56,60,47,66,28,60,123,0,0
"ENSMUSG00000101198.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101074.1",0,0,0,0,0,2,0,1,0,0,0
"ENSMUSG00000101820.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100283.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099832.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101246.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100647.6",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101815.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101538.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100983.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100610.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101197.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100494.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101118.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101587.2",19,31,34,13,32,16,15,63,54,0,0
"ENSMUSG00000102108.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101108.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079101.3",2,10,11,1,1,0,0,19,9,0,2
"ENSMUSG00000099576.1",176,272,389,330,220,369,216,549,609,0,0
"ENSMUSG00000101923.1",0,0,5,1,0,4,4,5,0,0,0
"ENSMUSG00000101247.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101456.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100421.1",0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100258.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101229.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101616.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100312.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099861.1",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101133.1",513,596,620,183,247,259,173,383,403,0,0
